-5	0
-4.98	0
-4.96	0
-4.94	0
-4.92	0
-4.9	0
-4.88	0
-4.86	0
-4.84	0
-4.82	0
-4.8	0
-4.78	0
-4.76	0
-4.74	0
-4.72	0
-4.7	0
-4.68	0
-4.66	0
-4.64	0
-4.62	0
-4.6	0
-4.58	0
-4.56	0
-4.54	0
-4.52	0
-4.5	0
-4.48	0
-4.46	0
-4.44	0
-4.42	0
-4.4	0
-4.38	0
-4.36	0
-4.34	0
-4.32	0
-4.3	0
-4.28	0
-4.26	0
-4.24	0
-4.22	0
-4.2	0
-4.18	0
-4.16	0
-4.14	0
-4.12	0
-4.1	0
-4.08	0
-4.06	0
-4.04	0
-4.02	0
-4	0
-3.98	0
-3.96	0
-3.94	0
-3.92	0
-3.9	0
-3.88	0
-3.86	0
-3.84	0
-3.82	0
-3.8	0
-3.78	0
-3.76	0
-3.74	1
-3.72	0
-3.7	0
-3.68	1
-3.66	0
-3.64	0
-3.62	0
-3.6	0
-3.58	2
-3.56	0
-3.54	2
-3.52	3
-3.5	3
-3.48	2
-3.46	2
-3.44	0
-3.42	0
-3.4	2
-3.38	2
-3.36	1
-3.34	3
-3.32	5
-3.3	2
-3.28	0
-3.26	3
-3.24	1
-3.22	2
-3.2	3
-3.18	3
-3.16	2
-3.14	3
-3.12	5
-3.1	8
-3.08	5
-3.06	2
-3.04	1
-3.02	4
-3	6
-2.98	2
-2.96	4
-2.94	5
-2.92	7
-2.9	4
-2.88	4
-2.86	4
-2.84	7
-2.82	7
-2.8	8
-2.78	14
-2.76	9
-2.74	9
-2.72	7
-2.7	11
-2.68	7
-2.66	14
-2.64	15
-2.62	14
-2.6	16
-2.58	23
-2.56	15
-2.54	25
-2.52	19
-2.5	16
-2.48	11
-2.46	19
-2.44	18
-2.42	27
-2.4	19
-2.38	26
-2.36	26
-2.34	20
-2.32	30
-2.3	34
-2.28	37
-2.26	31
-2.24	31
-2.22	39
-2.2	24
-2.18	35
-2.16	42
-2.14	45
-2.12	45
-2.1	53
-2.08	49
-2.06	50
-2.04	43
-2.02	62
-2	64
-1.98	60
-1.96	59
-1.94	71
-1.92	66
-1.9	66
-1.88	55
-1.86	68
-1.84	68
-1.82	72
-1.8	94
-1.78	79
-1.76	78
-1.74	87
-1.72	83
-1.7	84
-1.68	119
-1.66	111
-1.64	97
-1.62	116
-1.6	115
-1.58	134
-1.56	114
-1.54	109
-1.52	127
-1.5	120
-1.48	141
-1.46	143
-1.44	133
-1.42	149
-1.4	168
-1.38	148
-1.36	178
-1.34	161
-1.32	161
-1.3	175
-1.28	193
-1.26	180
-1.24	186
-1.22	198
-1.2	200
-1.18	194
-1.16	211
-1.14	211
-1.12	228
-1.1	220
-1.08	245
-1.06	241
-1.04	258
-1.02	230
-1	270
-0.98	228
-0.96	233
-0.94	267
-0.92	268
-0.9	272
-0.88	283
-0.86	290
-0.84	270
-0.82	281
-0.8	290
-0.78	333
-0.76	275
-0.74	280
-0.72	279
-0.7	312
-0.68	305
-0.66	312
-0.64	330
-0.62	333
-0.6	333
-0.58	326
-0.56	326
-0.54	354
-0.52	356
-0.5	342
-0.48	349
-0.46	338
-0.44	368
-0.42	398
-0.4	379
-0.38	349
-0.36	385
-0.34	384
-0.32	383
-0.3	387
-0.28	404
-0.26	360
-0.24	409
-0.22	358
-0.2	405
-0.18	397
-0.16	386
-0.14	384
-0.12	412
-0.1	387
-0.08	380
-0.06	402
-0.04	393
-0.02	370
0	396
0.02	430
0.04	374
0.06	385
0.08	396
0.1	381
0.12	380
0.14	386
0.16	385
0.18	385
0.2	382
0.22	389
0.24	395
0.26	410
0.28	366
0.3	403
0.32	391
0.34	385
0.36	388
0.38	361
0.4	364
0.42	329
0.44	356
0.46	365
0.48	375
0.5	354
0.52	356
0.54	321
0.56	329
0.58	359
0.6	333
0.62	331
0.64	319
0.66	338
0.68	320
0.7	331
0.72	322
0.74	297
0.76	292
0.78	310
0.8	294
0.82	270
0.84	284
0.86	300
0.88	287
0.9	246
0.92	251
0.94	244
0.96	244
0.98	237
1	241
1.02	216
1.04	223
1.06	205
1.08	216
1.1	228
1.12	213
1.14	200
1.16	211
1.18	200
1.2	208
1.22	182
1.24	186
1.26	167
1.28	186
1.3	148
1.32	154
1.34	168
1.36	156
1.38	183
1.4	158
1.42	172
1.44	119
1.46	145
1.48	131
1.5	121
1.52	124
1.54	101
1.56	128
1.58	108
1.6	100
1.62	99
1.64	101
1.66	92
1.68	98
1.7	78
1.72	77
1.74	90
1.76	88
1.78	77
1.8	64
1.82	76
1.84	74
1.86	63
1.88	55
1.9	59
1.92	64
1.94	57
1.96	46
1.98	65
2	65
2.02	50
2.04	45
2.06	44
2.08	40
2.1	57
2.12	35
2.14	38
2.16	49
2.18	41
2.2	45
2.22	44
2.24	30
2.26	40
2.28	41
2.3	21
2.32	29
2.34	19
2.36	41
2.38	23
2.4	28
2.42	18
2.44	22
2.46	21
2.48	18
2.5	19
2.52	26
2.54	11
2.56	12
2.58	7
2.6	11
2.62	10
2.64	12
2.66	9
2.68	15
2.7	6
2.72	11
2.74	14
2.76	10
2.78	13
2.8	8
2.82	5
2.84	11
2.86	4
2.88	5
2.9	6
2.92	4
2.94	2
2.96	2
2.98	8
3	4
3.02	6
3.04	3
3.06	3
3.08	1
3.1	3
3.12	1
3.14	5
3.16	1
3.18	2
3.2	2
3.22	2
3.24	2
3.26	0
3.28	1
3.3	1
3.32	3
3.34	2
3.36	1
3.38	2
3.4	1
3.42	1
3.44	1
3.46	0
3.48	0
3.5	2
3.52	0
3.54	1
3.56	1
3.58	1
3.6	2
3.62	0
3.64	1
3.66	0
3.68	0
3.7	0
3.72	1
3.74	2
3.76	0
3.78	1
3.8	0
3.82	0
3.84	0
3.86	0
3.88	0
3.9	0
3.92	0
3.94	1
3.96	1
3.98	1
4	0
4.02	0
4.04	0
4.06	0
4.08	0
4.1	0
4.12	0
4.14	0
4.16	0
4.18	0
4.2	0
4.22	0
4.24	0
4.26	0
4.28	0
4.3	0
4.32	0
4.34	0
4.36	0
4.38	0
4.4	0
4.42	1
4.44	0
4.46	0
4.48	0
4.5	0
4.52	0
4.54	0
4.56	0
4.58	0
4.6	0
4.62	0
4.64	0
4.66	0
4.68	0
4.7	0
4.72	0
4.74	0
4.76	0
4.78	0
4.8	0
4.82	0
4.84	0
4.86	0
4.88	0
4.9	0
4.92	0
4.94	0
4.96	0
4.98	0
